sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city
Pravda,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,12,44,Only God Was Above Us,Philadelphia
Bambina,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,13,56,Father of the Bride,Philadelphia
Ottoman,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,14,47,Other,Philadelphia
Capricorn,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,15,36,Only God Was Above Us,Philadelphia
Gen-X Cops,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,16,39,Only God Was Above Us,Philadelphia
Diane Young,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,Philadelphia
A-Punk,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,18,3,Vampire Weekend,Philadelphia
Mary Boone,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,20,41,Only God Was Above Us,Philadelphia
Harmony Hall,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,21,55,Father of the Bride,Philadelphia
Hope,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,22,42,Only God Was Above Us,Philadelphia
Walcott,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,39,10,Vampire Weekend,Philadelphia
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,0,40,49,Other,Philadelphia
Cape Cod Kwassa Kwassa,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,1,4,Vampire Weekend,Boston
Holiday,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,2,15,Contra,Boston
I Stand Corrected,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,3,9,Vampire Weekend,Boston
Ice Cream Piano,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Boston
Classical,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Boston
Connect,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Boston
White Sky,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,7,14,Contra,Boston
Unbelievers,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,8,25,Modern Vampires of the City,Boston
This Life,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,9,57,Father of the Bride,Boston
Sunflower,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,10,65,Father of the Bride,Boston
Sympathy,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,11,64,Father of the Bride,Boston
New Dorp. New York,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,12,53,Other,Boston
Pravda,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,13,44,Only God Was Above Us,Boston
Run,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,14,18,Contra,Boston
Campus,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,15,6,Vampire Weekend,Boston
Oxford Comma,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,16,2,Vampire Weekend,Boston
Capricorn,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,17,36,Only God Was Above Us,Boston
Gen-X Cops,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,18,39,Only God Was Above Us,Boston
Diane Young,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,19,27,Modern Vampires of the City,Boston
Cousins,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,20,19,Contra,Boston
A-Punk,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,21,3,Vampire Weekend,Boston
A-Punk,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,22,3,Vampire Weekend,Boston
Mary Boone,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,23,41,Only God Was Above Us,Boston
Hannah Hunt,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,24,29,Modern Vampires of the City,Boston
Harmony Hall,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,25,55,Father of the Bride,Boston
Hope,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,26,42,Only God Was Above Us,Boston
Walcott,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,0,39,10,Vampire Weekend,Boston
Campus,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,1,6,Vampire Weekend,Laval
Boston (Ladies of Cambridge),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,2,48,Other,Laval
One (Blake's Got a New Face),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,3,8,Vampire Weekend,Laval
Ice Cream Piano,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Laval
Classical,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Laval
Connect,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Laval
White Sky,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,7,14,Contra,Laval
Step,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,8,26,Modern Vampires of the City,Laval
This Life,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,9,57,Father of the Bride,Laval
Sympathy,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,10,64,Father of the Bride,Laval
New Dorp. New York,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,11,53,Other,Laval
The Surfer,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,12,45,Only God Was Above Us,Laval
Unbearably White,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,13,60,Father of the Bride,Laval
Oxford Comma,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,14,2,Vampire Weekend,Laval
Capricorn,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,15,36,Only God Was Above Us,Laval
Gen-X Cops,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,16,39,Only God Was Above Us,Laval
Diane Young,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,Laval
Cousins,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,18,19,Contra,Laval
A-Punk,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,19,3,Vampire Weekend,Laval
Prep-School Gangsters,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,Laval
Mary Boone,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Laval
Obvious Bicycle,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,22,24,Modern Vampires of the City,Laval
Harmony Hall,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,23,55,Father of the Bride,Laval
Hope,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,24,42,Only God Was Above Us,Laval
Dangerous Night (The Night Is a Knife),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,31,50,Other,Laval
Walcott,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,0,37,10,Vampire Weekend,Laval
Hold You Now,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,1,54,Father of the Bride,Toronto
Holiday,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,2,15,Contra,Toronto
Bryn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,3,7,Vampire Weekend,Toronto
Ice Cream Piano,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Toronto
Classical,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Toronto
Connect,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Toronto
Unbelievers,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,7,25,Modern Vampires of the City,Toronto
Cape Cod Kwassa Kwassa,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,8,4,Vampire Weekend,Toronto
This Life,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,9,57,Father of the Bride,Toronto
Sunflower,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,10,65,Father of the Bride,Toronto
Sympathy,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,11,64,Father of the Bride,Toronto
Pravda,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,12,44,Only God Was Above Us,Toronto
Ottoman,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,13,47,Other,Toronto
Giving Up the Gun,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,14,20,Contra,Toronto
Campus,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,15,6,Vampire Weekend,Toronto
Capricorn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,16,36,Only God Was Above Us,Toronto
Gen-X Cops,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,17,39,Only God Was Above Us,Toronto
Diane Young,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,18,27,Modern Vampires of the City,Toronto
Cousins,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,19,19,Contra,Toronto
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,20,3,Vampire Weekend,Toronto
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,21,3,Vampire Weekend,Toronto
Prep-School Gangsters,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,22,43,Only God Was Above Us,Toronto
Mary Boone,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,23,41,Only God Was Above Us,Toronto
Harmony Hall,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,24,55,Father of the Bride,Toronto
Hope,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,25,42,Only God Was Above Us,Toronto
Walcott,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,0,38,10,Vampire Weekend,Toronto
Oxford Comma,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,1,2,Vampire Weekend,Rochester Hills
Cape Cod Kwassa Kwassa,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,2,4,Vampire Weekend,Rochester Hills
Boston (Ladies of Cambridge),Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,3,48,Other,Rochester Hills
Ice Cream Piano,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Rochester Hills
Classical,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Rochester Hills
Connect,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Rochester Hills
White Sky,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,7,14,Contra,Rochester Hills
Unbelievers,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,8,25,Modern Vampires of the City,Rochester Hills
This Life,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,9,57,Father of the Bride,Rochester Hills
Sunflower,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,10,65,Father of the Bride,Rochester Hills
Sympathy,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,11,64,Father of the Bride,Rochester Hills
The Surfer,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,12,45,Only God Was Above Us,Rochester Hills
Horchata,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,13,13,Contra,Rochester Hills
Capricorn,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,Rochester Hills
Gen-X Cops,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,15,39,Only God Was Above Us,Rochester Hills
Diane Young,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,16,27,Modern Vampires of the City,Rochester Hills
Cousins,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,17,19,Contra,Rochester Hills
A-Punk,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,18,3,Vampire Weekend,Rochester Hills
Prep-School Gangsters,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,19,43,Only God Was Above Us,Rochester Hills
Mary Boone,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,20,41,Only God Was Above Us,Rochester Hills
Harmony Hall,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,21,55,Father of the Bride,Rochester Hills
Hope,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,22,42,Only God Was Above Us,Rochester Hills
Walcott,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,0,31,10,Vampire Weekend,Rochester Hills
Holiday,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,1,15,Contra,Indianapolis
Cape Cod Kwassa Kwassa,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,2,4,Vampire Weekend,Indianapolis
I Stand Corrected,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,3,9,Vampire Weekend,Indianapolis
Ice Cream Piano,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,4,40,Only God Was Above Us,Indianapolis
Classical,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,5,37,Only God Was Above Us,Indianapolis
Connect,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,6,38,Only God Was Above Us,Indianapolis
White Sky,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,7,14,Contra,Indianapolis
Step,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,8,26,Modern Vampires of the City,Indianapolis
This Life,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,9,57,Father of the Bride,Indianapolis
Sunflower,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,10,65,Father of the Bride,Indianapolis
Bambina,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,11,56,Father of the Bride,Indianapolis
The Kids Don't Stand a Chance,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,12,11,Vampire Weekend,Indianapolis
Pravda,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,13,44,Only God Was Above Us,Indianapolis
Campus,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,14,6,Vampire Weekend,Indianapolis
Oxford Comma,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,15,2,Vampire Weekend,Indianapolis
Capricorn,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,16,36,Only God Was Above Us,Indianapolis
Gen-X Cops,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,17,39,Only God Was Above Us,Indianapolis
Diane Young,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,18,27,Modern Vampires of the City,Indianapolis
A-Punk,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,19,3,Vampire Weekend,Indianapolis
Mary Boone,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,21,41,Only God Was Above Us,Indianapolis
Harmony Hall,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,22,55,Father of the Bride,Indianapolis
Hope,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,23,42,Only God Was Above Us,Indianapolis
Walcott,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,34,10,Vampire Weekend,Indianapolis
